id,book,book_fr,juan,juan_fr,duke_cn,duke_fr,seq_in_juan,year_cn,year_fr,year_bc,chinese,french
786,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,33.0,宣公四年,QUATRIÈME ANNÉE,604.0,冬，楚子伐郑。,"En hiver, le prince de Tch’ou envahit Tcheng."
787,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,34.0,宣公五年,CINQUIÈME ANNÉE,603.0,五年春，公如齐。,"Au printemps, le prince de Lou alla à Ts’i."
788,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,35.0,宣公五年,CINQUIÈME ANNÉE,603.0,夏，公至自齐。,"En été, le prince de Lou arriva de Ts’i."
789,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,36.0,宣公五年,CINQUIÈME ANNÉE,603.0,秋九月，齐高固来逆叔姬。,"En automne, au neuvième mois, Nao Kou, ministre de Ts’i, vint chercher Ki, seconde fille du prince de Lou."
790,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,37.0,宣公五年,CINQUIÈME ANNÉE,603.0,叔孙得臣卒。,Chou suen Te tch’en mourut.
791,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,38.0,宣公五年,CINQUIÈME ANNÉE,603.0,冬，齐高固及子叔姬来。,"En hiver Kao Kou, ministre de Ts’i, et sa femme Ki, (tsèu chŏu deuxième fille du prince de Lou, vinrent de Ts’i à Lou."
792,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,39.0,宣公五年,CINQUIÈME ANNÉE,603.0,楚人伐郑。,Les soldats de Tch’ou envahirent Tcheng.
793,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,40.0,宣公六年,SIXIÈME ANNÉE,602.0,六年春，晋赵盾、卫孙免侵陈。,"Au printemps, Tchao Touen de Tsin et Suen Mien de Ouei envahirent Tch’en."
794,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,41.0,宣公六年,SIXIÈME ANNÉE,602.0,夏四月。,"En été, au quatrième mois."
795,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,42.0,宣公六年,SIXIÈME ANNÉE,602.0,秋八月，螽。,"En automne, au huitième mois, les sauterelles firent des ravages."
796,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,43.0,宣公六年,SIXIÈME ANNÉE,602.0,冬，十月。,"En hiver, au dixième mois."
797,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,44.0,宣公七年,SEPTIÈME ANNÉE,601.0,七年春，卫侯使孙良夫来盟。,"Au printemps, le prince de Ouei envoya Suen Leang fou (Houan tseu) à Lou faire un traité."
798,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,45.0,宣公七年,SEPTIÈME ANNÉE,601.0,夏，公会齐侯伐莱。,"En été, le prince de Lou se joignit au prince de Ts’i pour envahir Lai."
799,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,46.0,宣公七年,SEPTIÈME ANNÉE,601.0,秋，公至自伐莱。,"En automne, le prince de Lou arriva de son expédition contre Lai."
800,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,47.0,宣公七年,SEPTIÈME ANNÉE,601.0,大旱。,Grande sécheresse.
801,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,48.0,宣公七年,SEPTIÈME ANNÉE,601.0,冬，公会晋侯、宋公、卫侯、郑伯、曹伯于黑壤。,"En hiver, le prince de Lou alla trouver les princes de Tsin, de Soung, de Ouei, de Tcheng et de Ts’ao à He jang, sur le territoire de Tsin."
802,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,49.0,宣公八年,HUITIÈME ANNÉE,600.0,八年春，公至自会。,"Au printemps, le prince de Lou arriva de la réunion des princes à He jang."
803,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,50.0,宣公八年,HUITIÈME ANNÉE,600.0,夏六月，公子遂如齐，至黄乃复。,"En été, au sixième mois, Souei (Siang tchoung), fils du prince Tchouāng kōung de Lou, partit pour Ts’i. Arrivé à Houang, sur le territoire de Ts’i, il revint sur ses pas (probablement pour cause de maladie)."
804,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,51.0,宣公八年,HUITIÈME ANNÉE,600.0,辛巳，有事于大庙，仲遂卒于垂。,"Le jour sīn séu, il y eut sacrifice dans la principale salle du temple des ancêtres, et l’on apprit que Siang tchoung Souei, en revenant de Ts’i, était mort à Chouei, sur le territoire de Ts’i."
805,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,52.0,宣公八年,HUITIÈME ANNÉE,600.0,壬午，犹绎。《万》入去籥。,"(Le lendemain) le jour jên òu, on renouvela cependant le sacrifice. On donna des représentations mimiques. Les flûtes furent exclues."
806,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,53.0,宣公八年,HUITIÈME ANNÉE,600.0,戊子，夫人嬴氏薨。,"Le jour meóu tsèu, Ing cheu, femme de Ouên kōung de Lou et mère de Siuen koung, mourut."
807,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,54.0,宣公八年,HUITIÈME ANNÉE,600.0,晋师、白狄伐秦。,L’armée de Tsin et les Ti Blancs envahirent Ts’in.
808,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,55.0,宣公八年,HUITIÈME ANNÉE,600.0,楚人灭舒、蓼。,"L’armée de Tch’ou anéantit les principautés de Chou et de Leao, ou la principauté de Chou leao. (On n’est pas d’accord)."
809,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,56.0,宣公八年,HUITIÈME ANNÉE,600.0,秋七月甲子，日有食之，既。,"En automne, au septième mois, le jour kiă tsèu, il y eut éclipse totale de soleil."
810,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,57.0,宣公八年,HUITIÈME ANNÉE,600.0,冬十月己丑，葬我小君敬嬴。,"En hiver, au dixième mois, le jour kì tch’eòu, (on devait faire et on prépara) l’enterrement de King Ing, femme de notre prince Ouen."
811,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,58.0,宣公八年,HUITIÈME ANNÉE,600.0,雨，不克葬。庚寅，日中而克葬。,"Le jour kì tch’eòu, la pluie tomba ; on ne put faire l’enterrement de la princesse. Il se fit le lendemain, jour kēng în, à midi."
812,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,59.0,宣公八年,HUITIÈME ANNÉE,600.0,城平阳。,Lou fortifia P’ing iang.
813,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,60.0,宣公八年,HUITIÈME ANNÉE,600.0,楚师伐陈。,Une armée de Tch’ou envahit Tch’en.
814,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,61.0,宣公九年,NEUVIÈME ANNÉE,599.0,九年春，王正月，公如齐。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), le prince de Lou alla à Ts’i."
815,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,62.0,宣公九年,NEUVIÈME ANNÉE,599.0,公至自齐。,Le prince de Lou arriva de Ts’i.
816,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,63.0,宣公九年,NEUVIÈME ANNÉE,599.0,夏，仲孙蔑如京师。,"En été, Tchoung suen Mie (Meng Hien tseu) alla à la capitale de l’empire."
817,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,64.0,宣公九年,NEUVIÈME ANNÉE,599.0,齐侯伐莱。,Le prince de Ts’i envahit Lai.
818,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,65.0,宣公九年,NEUVIÈME ANNÉE,599.0,秋，取根牟。,"En automne, l’armée de Lou s’empara de Ken meou."
819,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,66.0,宣公九年,NEUVIÈME ANNÉE,599.0,八月，滕子卒。,"Au huitième mois, le prince de T’eng (Tchao koung) mourut."
820,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,67.0,宣公九年,NEUVIÈME ANNÉE,599.0,九月，晋侯、宋公、卫侯、郑伯、曹伯会于扈。,"Au neuvième mois, les princes de Tsin, de Soung, de Ouei, de Tcheng et de Ts’ao se réunirent à Hou."
821,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,68.0,宣公九年,NEUVIÈME ANNÉE,599.0,晋荀林父帅师伐陈。,"Siun Lin fou de Tsin, à la tête d’une armée, envahit Tch’en."
822,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,69.0,宣公九年,NEUVIÈME ANNÉE,599.0,辛酉，晋侯黑臀卒于扈。,"Le jour sīn iòu, He t’ouen, prince de Tsin, mourut à Hou."
823,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,70.0,宣公九年,NEUVIÈME ANNÉE,599.0,冬十月癸酉，卫侯郑卒。,"En hiver, au dixième mois, le jour kouèi iòu, Tcheng, prince de Ouei, mourut."
824,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,71.0,宣公九年,NEUVIÈME ANNÉE,599.0,宋人围滕。,L’armée de Soung assiégea la capitale de T’eng.
825,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,72.0,宣公九年,NEUVIÈME ANNÉE,599.0,楚子伐郑。,Le prince de Tch’ou envahit Tcheng.
826,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,73.0,宣公九年,NEUVIÈME ANNÉE,599.0,晋郤缺帅师救郑。,"K’i K’iue de Tsin, à la tête d’une armée, délivra Tcheng."
827,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,74.0,宣公九年,NEUVIÈME ANNÉE,599.0,陈杀其大夫洩冶。,Le prince de Tch’en mit à mort son grand préfet Sie Ie.
828,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,75.0,宣公十年,DIXIÈME ANNÉE,598.0,十年春，公如齐。公至自齐。,"Au printemps, le prince de Lou alla à Ts’i. Le prince de Lou arriva de Ts’i."
829,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,76.0,宣公十年,DIXIÈME ANNÉE,598.0,齐人归我济西田。,Les habitants de Ts’i nous rendirent les terres que nous leur avions cédées à l’ouest de la Tsi.
830,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,77.0,宣公十年,DIXIÈME ANNÉE,598.0,夏四月丙辰，日有食之。,"En été, au quatrième mois, le jour pìng tch’ên, le soleil fut éclipsé."
831,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,78.0,宣公十年,DIXIÈME ANNÉE,598.0,己巳，齐侯元卒。,"Le jour kì séu, Iuen (Houei koung), prince de Ts’i, mourut."
832,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,79.0,宣公十年,DIXIÈME ANNÉE,598.0,齐崔氏出奔卫。,"Le chef de la famille Ts’ouei, grand préfet de Ts’i, se réfugia à Ouei."
833,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,80.0,宣公十年,DIXIÈME ANNÉE,598.0,公如齐。,Le prince de Lou alla à Ts’i.
834,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,81.0,宣公十年,DIXIÈME ANNÉE,598.0,五月，公至自齐。,"Au cinquième mois, le prince de Lou arriva de Ts’i."
835,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,82.0,宣公十年,DIXIÈME ANNÉE,598.0,癸巳，陈夏徵舒弑其君平国。,"Le jour kouèi séu, Hia Tcheng chou, grand préfet de Tch’en, tua son prince P’ing kouo (Ling koung)."
836,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,83.0,宣公十年,DIXIÈME ANNÉE,598.0,六月，宋师伐滕。,"Au sixième mois, une armée de Soung envahit T’eng."
837,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,84.0,宣公十年,DIXIÈME ANNÉE,598.0,公孙归父如齐，葬齐惠公。,"Koung suen Kouei fou alla à Ts’i assister à l’enterrement de Houei koung, prince de Ts’i."
838,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,85.0,宣公十年,DIXIÈME ANNÉE,598.0,晋人、宋人、卫人、曹人伐郑。,"Les soldats de Tsin, de Soung, de Ouei et de Ts’ao envahirent Tcheng."
839,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,86.0,宣公十年,DIXIÈME ANNÉE,598.0,秋，天王使王季子来聘。,"En automne, l’empereur envoya son frère puîné, K’ang koung, présenter ses amitiés au prince de Lou."
840,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,87.0,宣公十年,DIXIÈME ANNÉE,598.0,公孙归父帅师伐邾，取绎。,"Koung suen Kouei fou, à la tête d’une armée, envahit Tchou et prit I."
841,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,88.0,宣公十年,DIXIÈME ANNÉE,598.0,大水。,Inondation à Lou.
842,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,89.0,宣公十年,DIXIÈME ANNÉE,598.0,季孙行父如齐。,Ki suen Hang fou (Ouen tseu) alla à Ts’i.
843,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,90.0,宣公十年,DIXIÈME ANNÉE,598.0,冬，公孙归父如齐。,"En hiver, Koung suen Kouei fou (Tseu kia) alla à Ts’i."
844,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,91.0,宣公十年,DIXIÈME ANNÉE,598.0,齐侯使国佐来聘。,Le prince de Ts’i envoya Kouo Tso (Ou tseu) rendre la visite de Ouen tseu.
845,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,92.0,宣公十年,DIXIÈME ANNÉE,598.0,饥。,Famine à Lou.
846,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,93.0,宣公十年,DIXIÈME ANNÉE,598.0,楚子伐郑。,Le prince de Tch’ou envahit Tcheng.
847,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,94.0,宣公十一年,ONZIÈME ANNÉE,597.0,十有一年春，王正月。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier)."
848,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,95.0,宣公十一年,ONZIÈME ANNÉE,597.0,夏，楚子、陈侯、郑伯盟于辰陵。,"En été, les princes de Tch’ou, de Tch’en et de Tcheng firent un traité à Tch’en ling."
849,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,96.0,宣公十一年,ONZIÈME ANNÉE,597.0,公孙归父会齐人伐莒。,Koung suen Kouei fou joignit ses soldats aux soldats de Ts’i pour envahir Kiu.
850,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,97.0,宣公十一年,ONZIÈME ANNÉE,597.0,秋，晋侯会狄于欑函。,"En automne, le prince de Lou alla trouver les chefs des Ti à Ts’ouan hien, sur le territoire de ces barbares."
851,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,98.0,宣公十一年,ONZIÈME ANNÉE,597.0,冬十月，楚人杀陈夏徵舒。,"En hiver, au dixième mois, les officiers de Tch’ou mirent à mort Hia Tcheng chou de Tch’en."
852,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,99.0,宣公十一年,ONZIÈME ANNÉE,597.0,丁亥，楚子入陈。,"Le jour tīng hái, le prince de Tch’ou entra dans la capitale de Tch’en."
853,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,100.0,宣公十一年,ONZIÈME ANNÉE,597.0,纳公孙宁、仪行父于陈。,Il rétablit Koung suen Ning et I Hang fou à Tch’en.
854,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,101.0,宣公十二年,DOUZIÈME ANNÉE,596.0,十有二年春，葬陈灵公。,"Au printemps, on enterra Ling koung, prince de Tch’en."
855,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,102.0,宣公十二年,DOUZIÈME ANNÉE,596.0,楚子围郑。,Le prince de Tch’ou assiégea la capitale de Tcheng.
856,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,103.0,宣公十二年,DOUZIÈME ANNÉE,596.0,夏六月乙卯，晋荀林父帅师及楚子战于邲，晋师败绩。,"En été, au sixième mois, le jour ĭ maò, Siun Lin fou de Tsin, à la tête d’une armée, combattit contre le prince de Tch’ou à Pi, sur le territoire de Tcheng. L’armée de Tsin fut entièrement défaite."
857,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,104.0,宣公十二年,DOUZIÈME ANNÉE,596.0,秋七月。,"En automne, au septième mois."
858,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,105.0,宣公十二年,DOUZIÈME ANNÉE,596.0,冬十有二月戊寅，楚子灭萧。,"En hiver, au douzième mois, le jour meóu în, le prince de Tch’ou mit fin à la principauté de Siao."
859,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,106.0,宣公十二年,DOUZIÈME ANNÉE,596.0,晋人、宋人、卫人、曹人同盟于清丘。,"Les officiers de Tsin, de Soung, de Ouei et de Ts’ao firent ensemble un traité à Ts’ing k’iou."
860,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,107.0,宣公十二年,DOUZIÈME ANNÉE,596.0,宋师伐陈，卫人救陈。,L’armée de Soung envahit Tch’en. Les soldats de Ouei allèrent au secours de Tch’en.
861,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,108.0,宣公十三年,TREIZIÈME ANNÉE,595.0,十有三年春，齐师伐莒。,"Au printemps, l’armée de Ts’i envahit Kiu."
862,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,109.0,宣公十三年,TREIZIÈME ANNÉE,595.0,夏，楚子伐宋。,"En été, le prince de Tch’ou envahit Soung."
863,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,110.0,宣公十三年,TREIZIÈME ANNÉE,595.0,秋，螽。,"En automne, il y eut des sauterelles."
864,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,111.0,宣公十三年,TREIZIÈME ANNÉE,595.0,冬，晋杀其大夫先縠。,"En hiver, Tsin mit à mort son grand préfet Sien Hou."
865,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,112.0,宣公十四年,QUATORZIÈME ANNÉE,594.0,十有四年春，卫杀其大夫孔达。,"Au printemps, les habitants de Ouei firent mourir leur grand préfet K’oung Ta."
866,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,113.0,宣公十四年,QUATORZIÈME ANNÉE,594.0,夏五月壬申，曹伯寿卒。,"En été, au cinquième mois, le jour jên chēn, Cheou (Ouên kōung), prince de Ts’ao, mourut."
867,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,114.0,宣公十四年,QUATORZIÈME ANNÉE,594.0,晋侯伐郑。,Le prince de Tsin envahit Tcheng.
868,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,115.0,宣公十四年,QUATORZIÈME ANNÉE,594.0,秋九月，楚子围宋。,"En automne, au neuvième mois, le prince de Tch’ou assiégea la capitale de Soung."
869,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,116.0,宣公十四年,QUATORZIÈME ANNÉE,594.0,葬曹文公。,"On enterra Ouen koung, prince de Ts’ao."
870,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,117.0,宣公十四年,QUATORZIÈME ANNÉE,594.0,冬，公孙归父会齐侯于穀。,"En hiver, Koung suen Kouei fou alla trouver le prince de Ts’i à Kou."
871,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,118.0,宣公十五年,QUINZIÈME ANNÉE,593.0,十有五年春，公孙归父会楚子于宋。,"Au printemps, Koung suen Kouei fou de Lou alla trouver le prince de Tch’ou à Soung."
872,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,119.0,宣公十五年,QUINZIÈME ANNÉE,593.0,夏五月，宋人及楚人平。,"En été, au cinquième mois, les habitants de Soung firent la paix avec ceux de Tch’ou."
873,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,120.0,宣公十五年,QUINZIÈME ANNÉE,593.0,六月癸卯，晋师灭赤狄潞氏，以潞子婴儿归。,"Au sixième mois, le jour kouèi maò, l’armée de Tsin anéantit la tribu de Lou, une des tribus des Ti Rouges, et emmena à Tsin Ing eul, chef de cette tribu."
874,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,121.0,宣公十五年,QUINZIÈME ANNÉE,593.0,秦人伐晋。,L’armée de Ts’in envahit Tsin.
875,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,122.0,宣公十五年,QUINZIÈME ANNÉE,593.0,王札子杀召伯、毛伯。,"Tcha, fils de l’un des empereurs de la Chine, mit à mort le prince de Chao et le prince de Mao, tous deux ministres de l’empire."
876,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,123.0,宣公十五年,QUINZIÈME ANNÉE,593.0,秋，螽。,"En automne, il y eut des sauterelles."
877,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,124.0,宣公十五年,QUINZIÈME ANNÉE,593.0,仲孙蔑会齐高固于无娄。,"Tchoung suen Mie alla trouver Kao Kou de Ts’i à Ou leou, ville de K’ì."
878,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,125.0,宣公十五年,QUINZIÈME ANNÉE,593.0,初税亩。,On commença à mettre des impôts sur les terres labourées des particuliers.
879,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,126.0,宣公十五年,QUINZIÈME ANNÉE,593.0,冬，蝝生。,"En hiver, éclosion de sauterelles."
880,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,127.0,宣公十五年,QUINZIÈME ANNÉE,593.0,饥。,La terre fut stérile.
881,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,128.0,宣公十六年,SEIZIÈME ANNÉE,592.0,十有六年春，王正月，晋人灭赤狄甲氏及留吁。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), Tsin anéantit deux tribus de Ti Rouges, les tribus de Kia cheu et de Liou hiu."
882,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,129.0,宣公十六年,SEIZIÈME ANNÉE,592.0,夏，成周宣榭火。,"En été, le feu prit au belvédère où l’on expliquait l’art militaire (ou bien, au temple dédié à l’empereur Siuen ouang), à Tch’eng tcheou, près de Lô iâng, capitale de l’empire."
883,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,130.0,宣公十六年,SEIZIÈME ANNÉE,592.0,秋，郯伯姬来归。,"En automne, Ki, sœur aînée du prince de Lou et femme du prince de T’an, revint à Lou."
884,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,131.0,宣公十六年,SEIZIÈME ANNÉE,592.0,冬，大有年。,"En hiver (en septembre), la moisson fut très abondante."
885,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,132.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,十有七年春，王正月庚子，许男锡我卒。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), le jour kēng tsèu, Si ngo (Tchaō kōung), prince de Hiu, mourut."
886,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,133.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,丁未，蔡侯申卒。,"Le jour tīng ouéi, Chen (Ouên kōung), prince de Ts’ai, mourut."
887,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,134.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,夏，葬许昭公。,"En été, on enterra Tchao koung, prince de Hiu."
888,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,135.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,葬蔡文公。,"On enterra Ouen koung, prince de Ts’ai."
889,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,136.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,六月癸卯，日有食之。,"Au sixième mois, le jour kouèi maò, le soleil fut éclipsé."
890,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,137.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,己未，公会晋侯、卫侯、曹伯、邾子同盟于断道。,"Le jour kì ouéi, le prince de Lou alla trouver les princes de Tsin, de Ouei, de Ts’ao et de Tchou, et fit un traité avec eux à Touan tao, sur le territoire de Tsin."
891,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,138.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,秋，公至自会。,"En automne, le prince de Lou arriva de la réunion des princes."
892,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,139.0,宣公十七年,DIX-SEPTIÈME ANNÉE,591.0,冬十有一月壬午，公弟叔肸卒。,"En hiver, au onzième mois, le jour jên òu, mourut Hi, né du même père et de la même mère que le prince de Lou."
893,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,140.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,十有八年春，晋侯、卫世子臧伐齐。,"Au printemps, le prince de Tsin et Tsang, héritier présomptif du prince de Ouei, envahirent Ts’i."
894,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,141.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,公伐杞。,Le prince de Lou envahit K’i.
895,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,142.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,夏四月。,"En été, au quatrième mois."
896,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,143.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,秋七月，邾人戕鄫子于鄫。,"En automne, au septième mois, des hommes de Tchou mirent à mort le prince de Ts’eng à Ts’eng."
897,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,144.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,甲戌，楚子旅卒。,"Le jour kiă siŭ, Liu, prince de Tch’ou, mourut."
898,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,145.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,公孙归父如晋。,Koung suen Kouei fou alla à Tsin.
899,春秋,Tch'ouen Ts'iou,卷七,LIVRE VII,宣公,Siuen,146.0,宣公十八年,DIX-HUITIÈME ANNÉE,590.0,冬十月壬戌，公薨于路寝。,"En hiver, au dixième mois, le jour jên siŭ, le prince de Lou mourut dans ses appartements particuliers."
