id,book,book_fr,juan,juan_fr,duke_cn,duke_fr,seq_in_juan,year_cn,year_fr,year_bc,chinese,french
334,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,147.0,庄公二十七年,VINGT-SEPTIÈME ANNÉE,666.0,杞伯来朝。,Le prince de K’i vint faire visite au prince de Lou.
335,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,148.0,庄公二十七年,VINGT-SEPTIÈME ANNÉE,666.0,公会齐侯于城濮。,"Le prince de Lou conféra avec le prince de Ts’i à Tch’eng pou, (sur le territoire de Ouei, en vue d’attaquer Ouei conformément au désir de l’empereur)."
336,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,149.0,庄公二十八年,VINGT-HUITIÈME ANNÉE,665.0,二十有八年春，王三月甲寅，齐人伐卫。卫人及齐人战，卫人败绩。,"Au printemps, au troisième mois selon le calendrier impérial, le jour kiă in, l’armée de Ts’i attaqua celle de Ouei. L’armée de Ouei fut complètement défaite."
337,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,150.0,庄公二十八年,VINGT-HUITIÈME ANNÉE,665.0,夏四月丁未，邾子琐卒。,"En été, au quatrième mois ; le jour tīng ouéi, Souo, prince de Tchou, mourut."
338,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,151.0,庄公二十八年,VINGT-HUITIÈME ANNÉE,665.0,秋，荆伐郑。公会齐人、宋人救郑。,"En automne, l’armée de King (Tch’ou) attaqua Tcheng. Le prince de Lou, et les officiers de Ts’i et de Soung, délivrèrent Tcheng."
339,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,152.0,庄公二十八年,VINGT-HUITIÈME ANNÉE,665.0,冬，筑郿。,"En hiver, le prince de Lou fit entourer la ville de Mei de remparts de terre battue."
340,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,153.0,庄公二十八年,VINGT-HUITIÈME ANNÉE,665.0,大无麦禾。臧孙辰告籴于齐。,"Le blé et les autres céréales avaient manqué à Lou sur une grande étendue de pays. Tsang suen Tch’en (Tsāng Ouên tchóung), grand préfet de Lou, demanda au prince de Ts’i. et obtint l’autorisation d’acheter des grains à Ts’i."
341,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,154.0,庄公二十九年,VINGT-NEUVIÈME ANNÉE,664.0,二十有九年春，新延厩。,"Au printemps (décembre-janvier-février), le prince de Lou fit rétablir, réparer ou rebâtir à neuf la grande écurie."
342,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,155.0,庄公二十九年,VINGT-NEUVIÈME ANNÉE,664.0,夏，郑人侵许。,"En été, l’armée de Tcheng attaqua Hiu."
343,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,156.0,庄公二十九年,VINGT-NEUVIÈME ANNÉE,664.0,秋，有蜚。,En automne parurent de ces insectes à odeur fétide qui rongent les céréales.
344,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,157.0,庄公二十九年,VINGT-NEUVIÈME ANNÉE,664.0,冬十有二月，纪叔姬卒。,"En hiver, au douzième mois, Chou Ki, fille de In koung de Lou et veuve du prince de Ki, mourut. (La principauté de Ki n’existait plus."
345,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,158.0,庄公二十九年,VINGT-NEUVIÈME ANNÉE,664.0,城诸及防。,Le prince de Lou fit fortifier les villes de Tchou et de Fang.
346,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,159.0,庄公三十年,TRENTIÈME ANNÉE,663.0,三十年春，王正月。,"La trentième année, au printemps, au premier mois selon le calendrier impérial (décembre-janvier)."
347,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,160.0,庄公三十年,TRENTIÈME ANNÉE,663.0,夏，次于成。,"En été, l’armée de Lou stationna à Tch’eng (par précaution contre l’armée de Ts’i)."
348,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,161.0,庄公三十年,TRENTIÈME ANNÉE,663.0,秋七月，齐人降鄣。,"En automne, au septième mois, les troupes de Ts’i soumirent la petite principauté de Tchang, (qui avait été vassale de Ki)."
349,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,162.0,庄公三十年,TRENTIÈME ANNÉE,663.0,八月癸亥，葬纪叔姬。,"Au huitième mois, le jour kouèi hái, on enterra Chou Ki, fille du prince de Lou et femme du prince de Ki."
350,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,163.0,庄公三十年,TRENTIÈME ANNÉE,663.0,九月庚午朔，日有食之。鼓，用牲于社。,"Au neuvième mois, le jour kēng òu, premier du mois, le soleil fut éclipsé. On battit le tambour, on offrit des victimes dans le lieu où l’on sacrifiait aux esprits protecteurs du territoire."
351,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,164.0,庄公三十年,TRENTIÈME ANNÉE,663.0,冬，公及齐侯遇于鲁济。,"En hiver, le prince de Lou et le prince de Ts’i se rencontrèrent sur les bords de la Tsi, aux confins du territoire de Lou."
352,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,165.0,庄公三十年,TRENTIÈME ANNÉE,663.0,齐人伐山戎。,L’armée de Ts’i attaqua les Joung des montagnes.
353,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,166.0,庄公三十一年,TRENTE ET UNIÈME ANNÉE,662.0,三十有一年春，筑台于郎。,"Au printemps, le prince de Lou fit élever une haute terrasse surmontée d’une tour à Lang."
354,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,167.0,庄公三十一年,TRENTE ET UNIÈME ANNÉE,662.0,夏四月，薛伯卒。,"En été, au quatrième mois, le prince de Sie mourut."
355,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,168.0,庄公三十一年,TRENTE ET UNIÈME ANNÉE,662.0,筑台于薛。,Le prince de Lou fit élever une haute terrasse surmontée d’une tour à Sie.
356,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,169.0,庄公三十一年,TRENTE ET UNIÈME ANNÉE,662.0,六月，齐侯来献戎捷。,"Au sixième mois, le prince de Ts’i vint offrir au prince de Lou le butin fait sur les Joung."
357,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,170.0,庄公三十一年,TRENTE ET UNIÈME ANNÉE,662.0,秋，筑台于秦。,"En automne, le prince de Lou fit élever une haute terrasse surmontée d’une tour à Ts’in."
358,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,171.0,庄公三十一年,TRENTE ET UNIÈME ANNÉE,662.0,冬，不雨。,"En hiver (octobre-novembre), il ne tomba pas de pluie."
359,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,172.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,三十有二年春，城小穀。,"Au printemps, le prince de Lou fit fortifier Siao Kou."
360,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,173.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,夏，宋公、齐侯遇于梁丘。,"En été, le prince de Soung et le prince de Ts’i eurent une entrevue à Leang k’iou, sur le territoire de Ts’i."
361,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,174.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,秋七月癸巳，公子牙卒。,"En automne, au septième mois, le jour kouèi séu, Koung tseu Ia mourut."
362,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,175.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,八月癸亥，公薨于路寝。,"Au huitième mois, le jour kouèi hái, le prince de Lou mourut dans le plus grand de ses appartements particuliers."
363,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,176.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,冬十月己未，子般卒。,"En hiver, au dixième mois, le jour kì ouéi, Tseu Pan mourut."
364,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,177.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,公子庆父如齐。,"K’ing fou, fils de Houan koung, alla à Ts’i."
365,春秋,Tch'ouen Ts'iou,卷三,LIVRE III,庄公,Tchouang,178.0,庄公三十二年,TRENTE-DEUXIÈME ANNÉE,661.0,狄伐邢。,"Les barbares attaquèrent la principauté de Hing (dans le Hîng t’âi hién actuel, Chouen te fou, Tcheu li)."
366,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,1.0,闵公元年,PREMIÈRE ANNÉE,660.0,元年春，王正月。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier)."
367,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,2.0,闵公元年,PREMIÈRE ANNÉE,660.0,齐人救邢。,L’armée de Ts’i porta secours à Hing.
368,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,3.0,闵公元年,PREMIÈRE ANNÉE,660.0,夏六月辛酉，葬我君庄公。,"En été, au sixième mois, le jour sīn iòu, on enterra notre prince Tchouang koung."
369,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,4.0,闵公元年,PREMIÈRE ANNÉE,660.0,秋八月，公及齐侯盟于落姑。季子来归。,"En automne, au huitième mois, le prince de Lou et le prince de Ts’i conclurent un traité à Lo kou, sur le territoire de Ts’i. Ki tseu revint à Lou."
370,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,5.0,闵公元年,PREMIÈRE ANNÉE,660.0,冬，齐仲孙来。,"En hiver, Tchoung suen, grand préfet de Ts’i vint à Lou."
371,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,6.0,闵公二年,DEUXIÈME ANNÉE,659.0,二年春，王正月，齐人迁阳。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), les officiers de Ts’i forcèrent les habitants de la petite principauté de Iang à émigrer dans un autre pays."
372,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,7.0,闵公二年,DEUXIÈME ANNÉE,659.0,夏五月乙酉，吉禘于庄公。,"En été, au cinquième mois, le jour ĭ iòu, on présenta au prince Tchouang koung et à ses pères les offrandes joyeuses, qui ont lieu d’ordinaire quand le temps du deuil de l’empereur ou d’un prince est écoulé, (au plus tôt, vingt-cinq mois après sa mort)."
373,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,8.0,闵公二年,DEUXIÈME ANNÉE,659.0,秋八月辛丑，公薨。,"En automne, au huitième mois, le jour sīn tch’eòu, le prince de Lou mourut."
374,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,9.0,闵公二年,DEUXIÈME ANNÉE,659.0,九月，夫人姜氏孙于邾。,"Au neuvième mois, la princesse Kiang cheu se retira à Tchou."
375,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,10.0,闵公二年,DEUXIÈME ANNÉE,659.0,公子庆父出奔莒。,Koung tseu K’ing fou s’enfuit à Kin.
376,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,11.0,闵公二年,DEUXIÈME ANNÉE,659.0,冬，齐高子来盟。,"En hiver, Kao tseu, grand préfet de Ts’i, vint faire un traité avec les officiers de Lou."
377,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,12.0,闵公二年,DEUXIÈME ANNÉE,659.0,十有二月狄入卫。,"Au douzième mois, les barbares entrèrent dans la capitale de Ouei."
378,春秋,Tch'ouen Ts'iou,卷四,LIVRE IV,闵公,Min,13.0,闵公二年,DEUXIÈME ANNÉE,659.0,郑弃其师。,Le prince de Tcheng délaissa ses troupes.
379,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,1.0,僖公元年,PREMIÈRE ANNÉE,658.0,元年春，王正月。,"Au printemps, au premier mois de l’année, selon le calendrier impérial (décembre-janvier)."
380,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,2.0,僖公元年,PREMIÈRE ANNÉE,658.0,齐师、宋师、曹师次于聂北，救邢。,"Les armées de Ts’i, de Soung et de Ts’ao stationnèrent au nord de Nie, sur le territoire de Hing, allant au secours de Hing attaqué par les barbares."
381,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,3.0,僖公元年,PREMIÈRE ANNÉE,658.0,夏六月，邢迁于夷仪。,"En été, au sixième mois, les habitants de Hing allèrent établir leur capitale à I i, territoire de Hing."
382,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,4.0,僖公元年,PREMIÈRE ANNÉE,658.0,齐师、宋师、曹师城邢。,"Les soldats de Ts’i, de Soung et de Ts’ao entourèrent de remparts la nouvelle capitale de Hing."
383,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,5.0,僖公元年,PREMIÈRE ANNÉE,658.0,秋七月戊辰，夫人姜氏薨于夷，齐人以归。,"En automne, au septième mois, le jour meóu tch’ên, Ngai Kiang, femme de Tchouāng kōung de Lou, mourut à I. Le prince de Ts’i renvoya son corps à Lou."
384,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,6.0,僖公元年,PREMIÈRE ANNÉE,658.0,楚人伐郑。,L’armée de Tch’ou attaqua Tcheng.
385,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,7.0,僖公元年,PREMIÈRE ANNÉE,658.0,八月，公会齐侯、宋公、郑伯、曹伯、邾人于柽。,"Au huitième mois, le prince de Lou conféra avec les princes de Ts’i, de Soung et de Tcheng, et avec les envoyés de Tchou à Tch’eng (sur le territoire de Soung)."
386,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,8.0,僖公元年,PREMIÈRE ANNÉE,658.0,九月，公败邾师于偃。,"Au neuvième mois, le prince de Lou battit les troupes de Tchou à Ien (dans le Pí hién, Chan toung)."
387,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,9.0,僖公元年,PREMIÈRE ANNÉE,658.0,冬十月壬午，公子友帅师败莒师于郦，获莒挐。,"En hiver, au dixième mois, le jour jên òu, Iou, fils de Houân kōung de Lou, à la tête d’une armée, battit les troupes de Kiu à Li, et fit prisonnier Na de Kiu."
388,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,10.0,僖公元年,PREMIÈRE ANNÉE,658.0,十有二月丁巳，夫人氏之丧至自齐。,"Au douzième mois, le jour tīng séu, le cercueil de Ngai kiang, femme de Tchouang koung, transporté de Ts’i, arriva à Lou."
389,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,11.0,僖公二年,DEUXIÈME ANNÉE,657.0,二年春，王正月，城楚丘。,"Au printemps, au premier mois de l’année selon le calendrier impérial (décembre-janvier), on fortifia Tch’ou k’iou."
390,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,12.0,僖公二年,DEUXIÈME ANNÉE,657.0,夏五月辛巳，葬我小君哀姜。,"En été, au cinquième mois, le jour sīn séu, on enterra Ngai Kiang, femme de notre prince Tchouang koung."
391,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,13.0,僖公二年,DEUXIÈME ANNÉE,657.0,虞师、晋师灭下阳。,"Les troupes de Iu et de Tsin détruisirent Hia iang, ville de la principauté de Kouo."
392,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,14.0,僖公二年,DEUXIÈME ANNÉE,657.0,秋九月，齐侯、宋公、江人、黄人盟于贯。,"En automne, au neuvième mois, les princes de Ts’i, de Soung, et les envoyés de Kiang et de Houang conclurent un traité à Kouan, sur le territoire de Soung."
393,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,15.0,僖公二年,DEUXIÈME ANNÉE,657.0,冬十月，不雨。,"En hiver, au dixième mois (octobre-novembre), il n’y eut pas de pluie."
394,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,16.0,僖公二年,DEUXIÈME ANNÉE,657.0,楚人侵郑。,L’armée de Tch’ou envahit Tcheng.
395,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,17.0,僖公三年,TROISIÈME ANNÉE,656.0,三年春，王正月，不雨。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), il n’y eut pas de pluie."
396,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,18.0,僖公三年,TROISIÈME ANNÉE,656.0,夏四月，不雨。,"En été, au quatrième mois, il n’y eut pas de pluie."
397,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,19.0,僖公三年,TROISIÈME ANNÉE,656.0,徐人取舒。,L’armée de Siu s’empara de la principauté de Chou.
398,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,20.0,僖公三年,TROISIÈME ANNÉE,656.0,六月，雨。,"Au sixième mois, la pluie tomba."
399,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,21.0,僖公三年,TROISIÈME ANNÉE,656.0,秋，齐侯、宋公、江人、黄人会于阳穀。,"En automne, les princes de Ts’i et de Soung, les envoyés de Kiang et de Houang eurent une conférence à Iang kou, sur le territoire de Ts’i."
400,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,22.0,僖公三年,TROISIÈME ANNÉE,656.0,冬，公子友如齐涖盟。,"En hiver, Iou, fils de Houân kōung de Lou, alla à Ts’i prendre part à un traité."
401,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,23.0,僖公三年,TROISIÈME ANNÉE,656.0,楚人伐郑。,Les troupes de Tch’ou attaquèrent Tcheng.
402,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,24.0,僖公四年,QUATRIÈME ANNÉE,655.0,四年春，王正月，公会齐侯、宋公、陈侯、卫侯、郑伯、许男、曹伯侵蔡。蔡溃。遂伐楚，次于陉。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), le prince de Lou envahit Ts’ai avec les princes de Ts’i, de Soung, de Tch’en, de Ouei, de Tcheng, de Hiu et de Ts’ao. Les habitants de Ts’ai se dispersèrent. Ensuite les princes alliés attaquèrent Tch’ou. Ils stationnèrent à Hing, sur le territoire de Tch’ou."
403,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,25.0,僖公四年,QUATRIÈME ANNÉE,655.0,夏，许男新臣卒。,"En été, Sin tch’en, prince de Hiu, mourut. (Son nom posthume, est Mŏu)."
404,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,26.0,僖公四年,QUATRIÈME ANNÉE,655.0,楚屈完来盟于师，盟于召陵。,K’iu Houan de Tch’ou vint au camp des troupes alliées pour faire un traité. Le traité fut fait à Chao ling.
405,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,27.0,僖公四年,QUATRIÈME ANNÉE,655.0,齐人执陈辕涛涂。,"Les officiers de Ts’i s’emparèrent de la personne de Iuen T’ao t’ou, grand préfet de Tch’en."
406,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,28.0,僖公四年,QUATRIÈME ANNÉE,655.0,秋，及江人、黄人伐陈。,"En automne, le prince de Lou, avec les officiers de Kiang et de Houang, attaqua Tch’en."
407,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,29.0,僖公四年,QUATRIÈME ANNÉE,655.0,八月，公至自伐楚。,"Au huitième mois, le prince de Lou arriva de son expédition contre Tch’ou."
408,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,30.0,僖公四年,QUATRIÈME ANNÉE,655.0,葬许穆公。,"On enterra Mou koung, prince de Hiu."
409,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,31.0,僖公四年,QUATRIÈME ANNÉE,655.0,冬十有二月，公孙兹帅师会齐人、宋人、卫人、郑人、许人、曹人侵陈。,"En hiver, au douzième mois, Tseu, petit-fils du prince Houân kōung de Lou, réunit ses troupes à celles de Ts’i, de Soung, de Ouei, de Tcheng, de Hiu et de Ts’ao, et envahit Tch’en."
410,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,32.0,僖公五年,CINQUIÈME ANNÉE,654.0,五年春，晋侯杀其世子申生。,"Au printemps, (le prince de Lou reçut l’annonce officielle que) le prince de Tsin avait fait mourir son fils Chen cheng, qui aurait dû être l’héritier du pouvoir."
411,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,33.0,僖公五年,CINQUIÈME ANNÉE,654.0,杞伯姬来，朝其子。,"Ki, sœur aînée du prince de Lou et veuve du prince de K’i, vint à Lou faire visite à sa mère. Elle présenta au prince son fils (âgé d’environ dix ans)."
412,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,34.0,僖公五年,CINQUIÈME ANNÉE,654.0,夏，公孙兹如牟。,"En été, Tseu, petit-fils de Houân kōung de Lou, alla à Meou, petite principauté vassale de Lou."
413,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,35.0,僖公五年,CINQUIÈME ANNÉE,654.0,公及齐侯、宋公、陈侯、卫侯、郑伯、许男、曹伯会王世子于首止。,"Le prince de Lou, avec les princes de Ts’i, de Soung, de Tch’en, de Ouei, de Tcheng, de Hiu et de Ts’ao, alla trouver l’héritier présomptif de l’empereur à Cheou tcheu, sur le territoire de Ouei."
414,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,36.0,僖公五年,CINQUIÈME ANNÉE,654.0,秋八月，诸侯盟于首止。,"En automne, au huitième mois, les princes réunis à Cheou tcheu, firent un traité."
415,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,37.0,僖公五年,CINQUIÈME ANNÉE,654.0,郑伯逃归，不盟。,"Le prince de Tcheng s’échappa, et s’en retourna à Tcheng ; il ne signa pas le traité de Cheou tcheu."
416,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,38.0,僖公五年,CINQUIÈME ANNÉE,654.0,楚人灭弦，弦子奔黄。,Les troupes de Tch’ou ruinèrent Hien. Le prince de Hien s’enfuit à Houang.
417,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,39.0,僖公五年,CINQUIÈME ANNÉE,654.0,九月戊申朔，日有食之。,"Au neuvième mois, le jour meóu chēn, premier du mois, il arriva que le soleil fut éclipsé."
418,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,40.0,僖公五年,CINQUIÈME ANNÉE,654.0,冬，晋人执虞公。,"En hiver, les soldats de Tsin prirent le prince de Iu."
419,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,41.0,僖公六年,SIXIÈME ANNÉE,653.0,六年春，王正月。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier)."
420,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,42.0,僖公六年,SIXIÈME ANNÉE,653.0,夏，公会齐侯、宋公、陈侯、卫侯、曹伯伐郑，围新城。,"En été, le prince de Lou, avec les princes de Ts’i, de Soung, de Tch’en, de Ouei et de Ts’ao, attaqua Tcheng et assiégea Sin tch’eng."
421,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,43.0,僖公六年,SIXIÈME ANNÉE,653.0,秋，楚人围许。诸侯遂救许。,"En automne, le prince de Tch’ou assiégea la capitale de Hiu. Ensuite les princes secoururent Hiu."
422,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,44.0,僖公六年,SIXIÈME ANNÉE,653.0,冬，公至自伐郑。,"En hiver, le prince de Lou arriva de son expédition contre Tcheng."
423,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,45.0,僖公七年,SEPTIÈME ANNÉE,652.0,七年春，齐人伐郑。,"Au printemps, l’armée de Ts’i attaqua Tcheng."
424,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,46.0,僖公七年,SEPTIÈME ANNÉE,652.0,夏，小邾子来朝。,"En été, le prince du Petit Tchou vint faire visite au prince de Lou. (Le Petit Tchou était une principauté nouvellement fondée, dont la famille princière était une branche de la famille princière de Tchōu)."
425,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,47.0,僖公七年,SEPTIÈME ANNÉE,652.0,郑杀其大夫申侯。,Le prince de Tcheng mit à mort son grand préfet Chen Heou.
426,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,48.0,僖公七年,SEPTIÈME ANNÉE,652.0,秋七月，公会齐侯、宋公、陈世子款、郑世子华，盟于甯母。,"En automne, au septième mois, le prince de Lou fit un traité à Ning mou avec les princes de Ts’i, de Soung, avec K’ouan, héritier présomptif de Tch’en, et avec Houa, héritier présomptif de Tcheng."
427,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,49.0,僖公七年,SEPTIÈME ANNÉE,652.0,曹伯班卒。,"Pan, prince de Ts’ao, mourut."
428,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,50.0,僖公七年,SEPTIÈME ANNÉE,652.0,公子友如齐。,"Tseu Iou, fils du prince Houân kōung de Lou, alla à Ts’i (remercier du traité)."
429,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,51.0,僖公七年,SEPTIÈME ANNÉE,652.0,冬，葬曹昭公。,"En hiver, on enterra Tchao koung, prince de Ts’ao."
430,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,52.0,僖公八年,HUITIÈME ANNÉE,651.0,八年春，王正月，公会王人、齐侯、宋公、卫侯、许男、曹伯、陈世子款，盟于洮。,"Au printemps, au premier mois selon le calendrier impérial (décembre-janvier), le prince de Lou, avec le représentant de l’empereur, avec les princes de Ts’i, de Soung, de Ouei, de Hiu, de Ts’ao, et avec K’ouan, héritier présomptif du prince de Tcheng, fit un traité à T’ao, sur le territoire de Ts’ao."
431,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,53.0,僖公八年,HUITIÈME ANNÉE,651.0,郑伯乞盟。,Le prince de Tcheng demanda à faire un traité avec le prince de Ts’i et ses alliés.
432,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,54.0,僖公八年,HUITIÈME ANNÉE,651.0,夏，狄伐晋。,"En été, les Ti attaquèrent Tsin."
433,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,55.0,僖公八年,HUITIÈME ANNÉE,651.0,秋七月，禘于大庙，用致夫人。,"En été, le prince de Lou présenta les offrandes qui se font tous les trois ans dans la principale salle du temple de ses ancêtres (dans la salle de Tcheōu kōung). À cette occasion, il plaça la tablette de la princesse défunte."
434,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,56.0,僖公八年,HUITIÈME ANNÉE,651.0,冬十有二月丁未，天王崩。,"En hiver, au douzième mois, le jour tīng ouéi, un messager impérial annonça au prince de Lou la mort du fils du ciel."
435,春秋,Tch'ouen Ts'iou,卷五,LIVRE V,僖公,Hi,57.0,僖公九年,NEUVIÈME ANNÉE,650.0,九年春，王三月丁丑，宋公御说卒。,"Au printemps, au premier mois selon le calendrier impérial, Iu iue (Houan koung), prince de Soung, mourut. (D’autres lisent Au troisième mois)."
